,name,annual,detail
0,신한카드 Deep Oil(KCC오토그룹),"Master(해외겸용) 1만3천원
S&(로컬) 1만원","주유서비스-4개의 정유사 (GS칼텍스, SK에너지, S-OIL, 현대오일뱅크) 중직접 고른 1개 정유사 주유 이용금액 10% 결제일 할인,
차량서비스-정비소(스피드메이트), 주차장 이용금액 10% 결제일 할인,
생활서비스-편의점(GS25, CU), 커피(스타벅스, 이디야), 택시 이용금액 5% 결제일 할인,
영화서비스-롯데시네마 일반관 5,000원 현장 할인,
"
